Brand,Model,Price,Year,Mileage,Transmission type,Fuel type,Location,Link,Posted On
Fiat,Tipo,"1,000,000 EGP",2023,"50,000 KM",Automatic,Diesel,Giza,https://eg.hatla2ee.com/en/car/fiat/tipo/7204169,2026-04-24
Kia,Sportage,"1,750,000 EGP",2023,"60,000 KM",Automatic,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/kia/sportage/7204138,2026-04-24
Ford,Focus,"520,000 EGP",2010,"330,000 KM",Automatic,Gas,Giza,https://eg.hatla2ee.com/en/car/ford/focus/7204104,2026-04-24
Suzuki,Van,"525,000 EGP",2024,"15,000 KM",Manual,Gas,El Minya,https://eg.hatla2ee.com/en/car/suzuki/van/7204087,2026-04-24
Toyota,Fortuner,"4,150,000 EGP",2026,0 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/new-car/toyota/fortuner/unit/7204052,2026-04-24
Kia,Seltos,"1,520,000 EGP",2023,"89,000 KM",Automatic,Gas,Sharqia,https://eg.hatla2ee.com/en/car/kia/Seltos/7203978,2026-04-24
MG,5,"650,000 EGP",2020,"160,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/moris-garage/mg-5/7203973,2026-04-24
Audi,Q3,"1,150,000 EGP",2015,"285,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/audi/q3/7203949,2026-04-24
Suzuki,Alto,"320,000 EGP",2019,"83,000 KM",Manual,Gas,Kafr el-Sheikh,https://eg.hatla2ee.com/en/car/suzuki/alto/7203936,2026-04-24
Mercedes,450,"5,600,000 EGP",2023,"14,000 KM",Automatic,Natural Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/450/7203923,2026-04-24
Toyota,Corolla,"1,400,000 EGP",2022,"16,000 KM",Automatic,Gas,"Zagazig, Sharqia",https://eg.hatla2ee.com/en/car/toyota/corolla/7203920,2026-04-24
Renault,Duster,"770,000 EGP",2021,"40,000 KM",Automatic,Gas,Qalyubia,https://eg.hatla2ee.com/en/car/renault/duster/7203903,2026-04-24
Mercedes,A 35 AMG,"2,150,000 EGP",2020,"135,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/mercedes/A-35-AMG/7203899,2026-04-24
Toyota,Corolla,"480,000 EGP",2007,"255,000 KM",Automatic,Diesel,Giza,https://eg.hatla2ee.com/en/car/toyota/corolla/7207787,2026-04-24
Renault,Fluence,"550,000 EGP",2015,"181,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/renault/fluence/7207782,2026-04-24
Kia,Soul,"1,000,000 EGP",2015,"118,000 KM",Automatic,Gas,Damietta,https://eg.hatla2ee.com/en/car/kia/soul/7207775,2026-04-24
DFSK,EAGLE 580,"850,000 EGP",2019,"63,000 KM",Automatic,Gas,"Tanta, Gharbia",https://eg.hatla2ee.com/en/car/dfsk/eagle-580/7207765,2026-04-24
Seat,Leon,"720,000 EGP",2016,"198,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/seat/leon/7204557,2026-04-20
Toyota,Corolla,"850,000 EGP",2013,162 KM,Automatic,Diesel,Monufia,https://eg.hatla2ee.com/en/car/toyota/corolla/7207756,2026-04-20
Suzuki,Maruti,"140,000 EGP",2009,"63,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/suzuki/maruti/7207750,2026-04-20
BMW,320,"1,280,000 EGP",2016,"200,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/bmw/320/7205602,2026-04-20
Chevrolet,Lanos,"240,000 EGP",2010,0 KM,Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7207743,2026-04-20
Opel,Astra,"580,000 EGP",2013,"191,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/opel/astra/7207741,2026-04-20
Chevrolet,Lanos,"325,000 EGP",2016,"122,000 KM",Manual,Gas,Giza,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7205333,2026-04-20
Toyota,Corolla,"1,250,000 EGP",2020,"94,000 KM",Automatic,Diesel,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/toyota/corolla/7207728,2026-04-20
Mitsubishi,Lancer Puma,"450,000 EGP",2008,152 KM,Automatic,Diesel,"Mansoura, Dakahlia",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/7207711,2026-04-20
Nissan,Sentra,"600,000 EGP",2016,"200,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/nissan/sentra/7142841,2026-04-20
Chevrolet,Optra,"325,000 EGP",2010,"230,000 KM",Manual,Gas,"Damanhur, Beheira",https://eg.hatla2ee.com/en/car/chevrolet/optra/7207719,2026-04-20
Renault,Sandero Step Way,"360,000 EGP",2016,"230,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/renault/sandero-step-way/7207708,2026-04-20
Skoda,Octavia A4,"350,000 EGP",1999,0 KM,Manual,Gas,Asyut,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/7207700,2026-04-20
Geely,Emgrand 7,"360,000 EGP",2017,306 KM,Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/geely/emgrand7/7207698,2026-04-20
CitroÃ«n,C5 Aircross,"1,200,000 EGP",2021,"126,000 KM",Automatic,Gas,"Obour City, Cairo",https://eg.hatla2ee.com/en/car/citroen/C5-Aircross/7207686,2026-04-20
Chevrolet,Aveo,"420,000 EGP",2009,"200,000 KM",Manual,Gas,"Tanta, Gharbia",https://eg.hatla2ee.com/en/car/chevrolet/aveo/7207694,2026-04-20
Fiat,Shahin,"145,000 EGP",1999,0 KM,Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/fiat/shahin/7207688,2026-04-20
Forthing,T5 evo,"900,000 EGP",2022,"100,000 KM",Automatic,Gas,Ben Suef,https://eg.hatla2ee.com/en/car/forthing/T5+evo/7207685,2026-04-20
Opel,Astra,"235,000 EGP",2000,0 KM,Manual,Natural Gas,"Badr City, Cairo",https://eg.hatla2ee.com/en/car/opel/astra/7207676,2026-04-20
Opel,Vectra,"350,000 EGP",2007,"311,000 KM",Manual,Gas,Sharqia,https://eg.hatla2ee.com/en/car/opel/vectra/7207668,2026-04-20
Peugeot,504 SW,"140,000 EGP",1979,0 KM,Manual,Natural Gas,Giza,https://eg.hatla2ee.com/en/new-car/peugeot/peugeot-504-sw/unit/7207661,2026-04-20
Peugeot,504,"50,000 EGP",1979,0 KM,Manual,Diesel,Ismailia,https://eg.hatla2ee.com/en/car/peugeot/504/7207650,2026-04-20
Byd,L3,"420,000 EGP",2017,"291,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/byd/l3/7207637,2026-04-20
Honda,City,"585,000 EGP",2016,"141,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/honda/city/7207630,2026-04-20
Byd,F3,"555,000 EGP",2023,"139,000 KM",Manual,Gas,"Shubra al-Khaimah, Qalyubia",https://eg.hatla2ee.com/en/car/byd/f3/7207588,2026-04-20
Canghe,ideal,"140,000 EGP",2007,"100,000 KM",Automatic,Gas,"Zagazig, Sharqia",https://eg.hatla2ee.com/en/car/changhe/changhe-ideal/7207625,2026-04-20
Opel,Astra,"365,000 EGP",2007,0 KM,Automatic,Natural Gas,"Mit Ghamr, Dakahlia",https://eg.hatla2ee.com/en/new-car/opel/astra/unit/7207618,2026-04-20
Kia,Carens,"650,000 EGP",2011,"200,000 KM",Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/car/kia/carens/7207608,2026-04-20
Volkswagen,Jetta,"750,000 EGP",2012,"165,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/volks-wagen/jetta/7207579,2026-04-20
Hyundai,Matrix,"390,000 EGP",2002,"245,000 KM",Automatic,Gas,"Ashmoun, Monufia",https://eg.hatla2ee.com/en/car/hyundai/matrix/7207606,2026-04-20
Mitsubishi,Lancer EX Shark,"650,000 EGP",2015,"100,000 KM",Automatic,Gas,El Minya,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/7207602,2026-04-20
Renault,Logan,"300,000 EGP",2017,"265,000 KM",Manual,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/renault/logan/7205646,2026-04-20
Chevrolet,Aveo,"350,000 EGP",2009,"230,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/chevrolet/aveo/7207592,2026-04-20
Kia,Sportage,"1,200,000 EGP",2015,"90,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/kia/sportage/7207591,2026-04-20
Opel,Astra,"175,000 EGP",2000,"250,000 KM",Manual,Gas,Alexandria,https://eg.hatla2ee.com/en/car/opel/astra/7207582,2026-04-20
Ds,DS7,"1,480,000 EGP",2019,"123,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/ds/DS7/7207575,2026-04-20
Speranza,A113,"195,000 EGP",2009,0 KM,Manual,Gas,"Moharam Bek, Alexandria",https://eg.hatla2ee.com/en/car/speranza/a113/7207578,2026-04-20
Chevrolet,Optra,"660,000 EGP",2023,"100,000 KM",Automatic,Gas,"El Haram, Giza",https://eg.hatla2ee.com/en/car/chevrolet/optra/7207576,2026-04-20
Jeep,Wrangler,"1,450,000 EGP",2016,"159,000 KM",Automatic,Gas,"Mohandessin, Giza",https://eg.hatla2ee.com/en/car/jeep/wrangler/7205187,2026-04-20
Chevrolet,Lanos,"415,000 EGP",2015,"84,500 KM",Manual,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7207569,2026-04-20
Daewoo,Lanos 2,"320,000 EGP",2005,"50,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/7207560,2026-04-24
Toyota,Yaris,"490,000 EGP",2009,"245,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/toyota/yaris/7207558,2026-04-24
Chevrolet,Lanos,"385,000 EGP",2016,"95,000 KM",Manual,Gas,Beni Suef,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7207550,2026-04-24
Lada,2107,"115,000 EGP",2009,0 KM,Manual,Gas,Asyut,https://eg.hatla2ee.com/en/car/lada/2107/7207541,2026-04-24
Kia,Sephia,"190,000 EGP",1999,"146,000 KM",Manual,Gas,Red Sea,https://eg.hatla2ee.com/en/car/kia/sephia/7205305,2026-04-24
Peugeot,307 SW,"430,000 EGP",2008,"176,000 KM",Automatic,Gas,"El Omraniya, El Haram, Giza",https://eg.hatla2ee.com/en/car/peugeot/peugeot-307-sw/7207519,2026-04-24
Chevrolet,Cruze,"455,000 EGP",2014,"270,000 KM",Automatic,Diesel,Cairo,https://eg.hatla2ee.com/en/car/chevrolet/cruze/7207530,2026-04-24
Chevrolet,Cruze,"520,000 EGP",2017,"136,000 KM",Automatic,Gas,"Birkat As Sab, Monufia",https://eg.hatla2ee.com/en/car/chevrolet/cruze/7207522,2026-04-24
Chevrolet,Lanos,"325,000 EGP",2012,"171,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7205219,2026-04-24
Kia,Sportage,"2,375,000 EGP",2026,0 KM,Automatic,Diesel,Cairo,https://eg.hatla2ee.com/en/new-car/kia/sportage/unit/7207518,2026-04-24
BMW,318,"1,250,000 EGP",2017,"200,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/bmw/318/7207503,2026-04-24
Hyundai,Tucson Turbo GDI,"1,111,111,111 EGP",2022,"100,000 KM",Automatic,Gas,El Faiyum,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/7205482,2026-04-24
Mercedes,CLA 200,"1,500,000 EGP",2015,"280,000 KM",Automatic,Gas,"Ramses, Giza",https://eg.hatla2ee.com/en/car/mercedes/cla-200/7205502,2026-04-24
Mitsubishi,Lancer,"700,000 EGP",2016,0 KM,Automatic,Natural Gas,"Tanta, Gharbia",https://eg.hatla2ee.com/en/car/mitsubishi/lancer/7207508,2026-04-24
Proton,Saga,"450,000 EGP",2019,0 KM,Automatic,Gas,"Mokattam, Cairo",https://eg.hatla2ee.com/en/new-car/proton/saga/13100/7207507,2026-04-24
MG,5,"1,000,000 EGP",2026,0 KM,Automatic,Gas,"Mokattam, Cairo",https://eg.hatla2ee.com/en/new-car/moris-garage/mg-5/50676/7207502,2026-04-24
Renault,Duster,"750,000 EGP",2019,0 KM,Automatic,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/renault/duster/7207497,2026-04-24
Peugeot,3008,"1,600,000 EGP",2023,"110,000 KM",Automatic,Diesel,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/peugeot/3008/7205341,2026-04-24
Toyota,Yaris,"600,000 EGP",2014,"175,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/toyota/yaris/7207489,2026-04-24
Hyundai,Avante,"370,000 EGP",2003,"155,000 KM",Automatic,Gas,Aswan,https://eg.hatla2ee.com/en/car/hyundai/avante/7207476,2026-04-24
Mitsubishi,Pajero,"1,900,000 EGP",2019,"165,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/mitsubishi/pajero/7207468,2026-04-24
Kia,K3,"850,000 EGP",2015,"162,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/kia/K3/7207457,2026-04-24
Chevrolet,Aveo,"395,000 EGP",2006,"133,000 KM",Automatic,Gas,Monufia,https://eg.hatla2ee.com/en/car/chevrolet/aveo/7207452,2026-04-24
Seat,Ibiza,"1,460,000 EGP",2026,0 KM,Automatic,Diesel,Cairo,https://eg.hatla2ee.com/en/new-car/seat/ibiza/50870/7207445,2026-04-24
Brilliance,FSV,"300,000 EGP",2013,0 KM,Manual,Gas,Asyut,https://eg.hatla2ee.com/en/car/brilliance/fsv/7207438,2026-04-24
GAC,Emkoo,"1,300,000 EGP",2025,"45,000 KM",Automatic,Diesel,"Hurghada, Red Sea",https://eg.hatla2ee.com/en/car/gac/Emkoo/7207436,2026-04-24
Opel,Astra,"430,000 EGP",2012,"120,000 KM",Automatic,Gas,"El Mahalla El Kubra, Gharbia",https://eg.hatla2ee.com/en/car/opel/astra/7207435,2026-04-24
Seat Ibiza,A/T / FR,"1,460,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/imported/seat/ibiza/7207433,2026-04-24
Renault,Fluence,"490,000 EGP",2014,"230,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/renault/fluence/7207430,2026-04-24
Ds,DS7,"2,250,000 EGP",2024,"17,500 KM",Automatic,Gas,Giza,https://eg.hatla2ee.com/en/car/ds/DS7/7207428,2026-04-24
Ford,Focus,"220,000 EGP",2002,"265,000 KM",Manual,Natural Gas,Giza,https://eg.hatla2ee.com/en/car/ford/focus/7207427,2026-04-24
Nissan,Sentra,"1,000,000 EGP",2025,"1,300 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/nissan/sentra/7207420,2026-04-24
Lancia,Dedra,"150,000 EGP",1995,"99,998 KM",Manual,Gas,"Al Agouzah, Giza",https://eg.hatla2ee.com/en/car/lancia/Dedra/7207415,2026-04-24
Nissan,Tiida,"330,000 EGP",2007,"180,000 KM",Manual,Gas,"Shubra al-Khaimah, Qalyubia",https://eg.hatla2ee.com/en/car/nissan/tiida/7207396,2026-04-24
Volkswagen,Bora,"340,000 EGP",2000,"350,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/bora/7207393,2026-04-24
Renault,Duster,"750,000 EGP",2019,"140,000 KM",Automatic,Natural Gas,"Sheraton, Cairo",https://eg.hatla2ee.com/en/car/renault/duster/7207390,2026-04-24
Volkswagen,Suran,"320,000 EGP",2008,"200,000 KM",Manual,Gas,Alexandria,https://eg.hatla2ee.com/en/car/volks-wagen/suran/7207386,2026-04-24
Hyundai,Grand i10,"570,000 EGP",2016,"85,000 KM",Automatic,Gas,Asyut,https://eg.hatla2ee.com/en/car/hyundai/grand-i10/7207379,2026-04-24
Mitsubishi,Lancer EX Shark,"700,000 EGP",2016,"142,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/7207357,2026-04-24
Volkswagen,Caravelle,"350,000 EGP",1996,"300,000 KM",Manual,Diesel,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/volkswagen-caravelle/7207210,2026-04-24
Kia,K3,"800,000 EGP",2013,"41,000 KM",Automatic,Gas,"Zefta, Gharbia",https://eg.hatla2ee.com/en/car/kia/K3/7207352,2026-04-23
Nissan,Sunny,"450,000 EGP",2007,"280,000 KM",Automatic,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/nissan/sunny/7207339,2026-04-23
Ford,Focus,"500,000 EGP",2017,"122,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/ford/focus/7207341,2026-04-23
Proton,Saga,"360,000 EGP",2010,"238,000 KM",Automatic,Gas,Damietta,https://eg.hatla2ee.com/en/car/proton/saga/7207340,2026-04-23
Renault,Fluence,"370,000 EGP",2015,"293,752 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/renault/fluence/7207338,2026-04-23
Chevrolet,Lanos,"400,000 EGP",2017,"48,000 KM",Manual,Gas,Beheira,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7207337,2026-04-23
Mitsubishi,Lancer EX Shark,"750,000 EGP",2018,"193,000 KM",Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/7207325,2026-04-23
Chery,Arrizo 5,"735,000 EGP",2025,30 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/chery/Arrizo-5/7207319,2026-04-23
Speranza,A113,"200,000 EGP",2011,"130,000 KM",Manual,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/speranza/a113/7207307,2026-04-23
Ford,Focus,"665,000 EGP",2017,"113,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/ford/focus/7207306,2026-04-23
Toyota,Fortuner,"3,000,000 EGP",2019,"180,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/toyota/fortuner/7207302,2026-04-23
Byd,Song L,"2,075,000 EGP",2025,"3,000 KM",Automatic,Electric,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/car/byd/byd-song-l/7203868,2026-04-23
MG,ZS,"780,000 EGP",2021,"163,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/moris-garage/zs/7203864,2026-04-23
Chevrolet,Optra,"610,000 EGP",2022,"149,000 KM",Automatic,Natural Gas,"Banha, Qalyubia",https://eg.hatla2ee.com/en/car/chevrolet/optra/7203830,2026-04-23
Mercedes,Other,"5,500,000 EGP",2022,"66,000 KM",Manual,Gas,Giza,https://eg.hatla2ee.com/en/car/mercedes/other-mercedes/7203724,2026-04-23
Kia,Rio,"550,000 EGP",2013,"333,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/kia/rio/7203713,2026-04-23
Opel,Astra,"620,000 EGP",2017,"182,000 KM",Automatic,Gas,"Zahraa Al Maadi, Maadi, Cairo",https://eg.hatla2ee.com/en/car/opel/astra/7203707,2026-04-23
Renault,Logan,"340,000 EGP",2015,"425,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/renault/logan/7203694,2026-04-23
Kia,Sportage,"1,600,000 EGP",2021,"41,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/kia/sportage/7203686,2026-04-23
Volkswagen,Tiguan,"2,000,000 EGP",2019,"78,000 KM",Automatic,Gas,"Maadi, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/tiguan/7203673,2026-04-23
Kia,Carnival,"2,950,000 EGP",2024,"25,900 KM",Automatic,Hybrid,"Obour City, Cairo",https://eg.hatla2ee.com/en/car/kia/carnival/7203648,2026-04-23
Daewoo,Lanos,"200,000 EGP",1999,"360,000 KM",Manual,Diesel,Cairo,https://eg.hatla2ee.com/en/car/daewoo/lanos/7203626,2026-04-23
Mercedes,180,"1,800,000 EGP",2018,"150,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/mercedes/180/7203610,2026-04-23
Suzuki,Van,"270,000 EGP",2015,"100,000 KM",Manual,Gas,Alexandria,https://eg.hatla2ee.com/en/car/suzuki/van/7203479,2026-04-23
Kia,Cerato,"730,000 EGP",2015,"180,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/kia/cerato/7203446,2026-04-23
Volkswagen,Tiguan,"2,200,000 EGP",2024,"59,000 KM",Automatic,Diesel,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/tiguan/7207293,2026-04-23
Skoda,Octavia A7,"770,000 EGP",2015,"220,000 KM",Automatic,Gas,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/7207231,2026-04-23
Hyundai,Tucson,"1,480,000 EGP",2021,"80,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/hyundai/tucson/7207269,2026-04-23
BMW,523,"330,000 EGP",1998,"200,000 KM",Automatic,Gas,"Al Khosous, Qalyubia",https://eg.hatla2ee.com/en/car/bmw/523/7207267,2026-04-23
Renault,Sandero,"350,000 EGP",2014,"199,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/renault/sandero/7207255,2026-04-23
Chevrolet,Optra,"460,000 EGP",2017,"198,000 KM",Automatic,Gas,Giza,https://eg.hatla2ee.com/en/car/chevrolet/optra/7207248,2026-04-23
Renault,Sandero Step Way,"600,000 EGP",2016,"62,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/renault/sandero-step-way/7206751,2026-04-23
Peugeot,307,"450,000 EGP",2006,"200,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/peugeot/307/7207239,2026-04-23
Daihatsu,Terios,"620,000 EGP",2013,"330,000 KM",Automatic,Diesel,"6 October, Giza",https://eg.hatla2ee.com/en/car/daihatsu/terios/7207218,2026-04-23
Chevrolet,Lanos,"250,000 EGP",2010,"464,802 KM",Manual,Natural Gas,Giza,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7207208,2026-04-23
Mini,Cooper,"750,000 EGP",2015,"180,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/mini/cooper/7207205,2026-04-23
Chery,Envy,"280,000 EGP",2018,"223,000 KM",Manual,Gas,El Faiyum,https://eg.hatla2ee.com/en/car/chery/chery-envy/7207201,2026-04-23
Daewoo,Lanos 2,"250,000 EGP",2000,"200,000 KM",Manual,Gas,Sohag,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/7204595,2026-04-23
Chery,Arrizo 5,"425,000 EGP",2023,"58,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/7204652,2026-04-23
Kia,Cerato,"865,000 EGP",2019,"90,000 KM",Automatic,Gas,Dakahlia,https://eg.hatla2ee.com/en/car/kia/cerato/7207188,2026-04-23
Renault,Clio,"190,000 EGP",2004,"160,000 KM",Manual,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/renault/clio/7207184,2026-04-23
Mercedes,C 250,"985,000 EGP",2011,"230,000 KM",Automatic,Gas,"Mohandessin, Giza",https://eg.hatla2ee.com/en/car/mercedes/c-250/7207161,2026-04-23
Hyundai,Verna,"243,000 EGP",2010,"300,000 KM",Manual,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/hyundai/verna/7207160,2026-04-23
Jeep,Renegade,"1,100,000 EGP",2020,"52,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/jeep/Renegade/7206750,2026-04-23
Subaru,Impreza,"450,000 EGP",2009,0 KM,Automatic,Gas,"Helwan, Cairo",https://eg.hatla2ee.com/en/car/subaru/impreza/7207157,2026-04-23
Renault,Sandero Step Way,"700,000 EGP",2021,"40,000 KM",Automatic,Gas,"Helmeyat Az Zaytoun, Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/renault/sandero-step-way/7203358,2026-04-23
Volkswagen,Polo,"175,000 EGP",1998,"400,000 KM",Manual,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/volks-wagen/polo/7207125,2026-04-23
Kia,Forte,"750,000 EGP",2013,"145,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/kia/forte/7207123,2026-04-23
Brilliance,FSV,"400,000 EGP",2011,"195,000 KM",Manual,Gas,"Hurghada, Red Sea",https://eg.hatla2ee.com/en/car/brilliance/fsv/7207122,2026-04-23
Chevrolet,Optra,"600,000 EGP",2019,"97,000 KM",Automatic,Gas,"El Haram, Giza",https://eg.hatla2ee.com/en/car/chevrolet/optra/6897101,2026-04-23
Kia Sorento,Hybrid,"3,150,000 EGP",2025,0 KM,Automatic,Hybrid,Sharqia,https://eg.hatla2ee.com/en/new-car/imported/kia/sorento/7204616,2026-04-23
Mercedes,CLA 180,"1,590,000 EGP",2019,"130,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/mercedes/cla-180/7204834,2026-04-23
Kia,Picanto,"475,000 EGP",2013,"137,999 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/kia/picanto/7204795,2026-04-23
Daihatsu,Grand terios,"720,000 EGP",2014,"260,000 KM",Automatic,Diesel,Sharqia,https://eg.hatla2ee.com/en/car/daihatsu/grand-terios/7207084,2026-04-23
Kia,Picanto,"425,000 EGP",2010,0 KM,Automatic,Gas,Suez,https://eg.hatla2ee.com/en/car/kia/picanto/7207075,2026-04-23
Fiat,Siena,"160,000 EGP",2001,0 KM,Manual,Natural Gas,Suez,https://eg.hatla2ee.com/en/car/fiat/siena/7207064,2026-04-23
Nissan,Qashqai,"680,000 EGP",2013,"205,500 KM",Automatic,Gas,"Maadi, Cairo",https://eg.hatla2ee.com/en/car/nissan/qashqai/7207062,2026-04-23
Chevrolet,Optra,"425,000 EGP",2017,"199,999 KM",Automatic,Diesel,Aswan,https://eg.hatla2ee.com/en/car/chevrolet/optra/7207060,2026-04-23
Hyundai,Elantra AD,"740,000 EGP",2017,"168,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/7204781,2026-04-23
Daihatsu,Terios,"460,000 EGP",2008,"200,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/daihatsu/terios/7207042,2026-04-23
Daewoo,Lacetti,"330,000 EGP",2004,"200,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/daewoo/lacetti/7207030,2026-04-23
Opel,Astra,"525,000 EGP",2013,"505,000 KM",Automatic,Gas,Giza,https://eg.hatla2ee.com/en/car/opel/astra/7207021,2026-04-23
Mitsubishi,Attrage,"750,000 EGP",2025,"14,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mitsubishi/attrage/7207022,2026-04-23
